Group;Key;Text;codeEL;codeNT;codePython;codePRT
Time;Time100-1300;;Time[0] >= 100 and Time[0] <= 1300 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 130000;;Time[0] >= 10000 and Time[0] <= 130000 
Time;Time100-1400;;Time[0] >= 100 and Time[0] <= 1400 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 140000;;Time[0] >= 10000 and Time[0] <= 140000 
Time;Time100-1500;;Time[0] >= 100 and Time[0] <= 1500 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 150000;;Time[0] >= 10000 and Time[0] <= 150000 
Time;Time100-1600;;Time[0] >= 100 and Time[0] <= 1600 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 160000;;Time[0] >= 10000 and Time[0] <= 160000 
Time;Time100-1700;;Time[0] >= 100 and Time[0] <= 1700 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 170000;;Time[0] >= 10000 and Time[0] <= 170000 
Time;Time100-1800;;Time[0] >= 100 and Time[0] <= 1800 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 180000;;Time[0] >= 10000 and Time[0] <= 180000 
Time;Time100-1900;;Time[0] >= 100 and Time[0] <= 1900 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 190000;;Time[0] >= 10000 and Time[0] <= 190000 
Time;Time100-2000;;Time[0] >= 100 and Time[0] <= 2000 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 200000;;Time[0] >= 10000 and Time[0] <= 200000 
Time;Time100-2100;;Time[0] >= 100 and Time[0] <= 2100 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 210000;;Time[0] >= 10000 and Time[0] <= 210000 
Time;Time100-2200;;Time[0] >= 100 and Time[0] <= 2200 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 220000;;Time[0] >= 10000 and Time[0] <= 220000 
Time;Time100-2300;;Time[0] >= 100 and Time[0] <= 2300 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 230000;;Time[0] >= 10000 and Time[0] <= 230000 
Time;Time100-2400;;Time[0] >= 100 and Time[0] <= 2400 ;ToTime(Time[0]) >= 10000 && ToTime(Time[0]) <= 240000;;Time[0] >= 10000 and Time[0] <= 240000 
Time;Time200-300;;Time[0] >= 200 and Time[0] <= 300  ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 30000;;Time[0] >= 20000 and Time[0] <= 30000  
Time;Time200-400;;Time[0] >= 200 and Time[0] <= 400  ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 40000;;Time[0] >= 20000 and Time[0] <= 40000  
Time;Time200-500;;Time[0] >= 200 and Time[0] <= 500  ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 50000;;Time[0] >= 20000 and Time[0] <= 50000  
Time;Time200-600;;Time[0] >= 200 and Time[0] <= 600  ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 60000;;Time[0] >= 20000 and Time[0] <= 60000  
Time;Time200-700;;Time[0] >= 200 and Time[0] <= 700  ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 70000;;Time[0] >= 20000 and Time[0] <= 70000  
Time;Time200-800;;Time[0] >= 200 and Time[0] <= 800  ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 80000;;Time[0] >= 20000 and Time[0] <= 80000  
Time;Time200-900;;Time[0] >= 200 and Time[0] <= 900  ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 90000;;Time[0] >= 20000 and Time[0] <= 90000  
Time;Time200-1000;;Time[0] >= 200 and Time[0] <= 1000 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 100000;;Time[0] >= 20000 and Time[0] <= 100000 
Time;Time200-1100;;Time[0] >= 200 and Time[0] <= 1100 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 110000;;Time[0] >= 20000 and Time[0] <= 110000 
Time;Time200-1200;;Time[0] >= 200 and Time[0] <= 1200 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 120000;;Time[0] >= 20000 and Time[0] <= 120000 
Time;Time200-1300;;Time[0] >= 200 and Time[0] <= 1300 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 130000;;Time[0] >= 20000 and Time[0] <= 130000 
Time;Time200-1400;;Time[0] >= 200 and Time[0] <= 1400 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 140000;;Time[0] >= 20000 and Time[0] <= 140000 
Time;Time200-1500;;Time[0] >= 200 and Time[0] <= 1500 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 150000;;Time[0] >= 20000 and Time[0] <= 150000 
Time;Time200-1600;;Time[0] >= 200 and Time[0] <= 1600 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 160000;;Time[0] >= 20000 and Time[0] <= 160000 
Time;Time200-1700;;Time[0] >= 200 and Time[0] <= 1700 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 170000;;Time[0] >= 20000 and Time[0] <= 170000 
Time;Time200-1800;;Time[0] >= 200 and Time[0] <= 1800 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 180000;;Time[0] >= 20000 and Time[0] <= 180000 
Time;Time200-1900;;Time[0] >= 200 and Time[0] <= 1900 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 190000;;Time[0] >= 20000 and Time[0] <= 190000 
Time;Time200-2000;;Time[0] >= 200 and Time[0] <= 2000 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 200000;;Time[0] >= 20000 and Time[0] <= 200000 
Time;Time200-2100;;Time[0] >= 200 and Time[0] <= 2100 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 210000;;Time[0] >= 20000 and Time[0] <= 210000 
Time;Time200-2200;;Time[0] >= 200 and Time[0] <= 2200 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 220000;;Time[0] >= 20000 and Time[0] <= 220000 
Time;Time200-2300;;Time[0] >= 200 and Time[0] <= 2300 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 230000;;Time[0] >= 20000 and Time[0] <= 230000 
Time;Time200-2400;;Time[0] >= 200 and Time[0] <= 2400 ;ToTime(Time[0]) >= 20000 && ToTime(Time[0]) <= 240000;;Time[0] >= 20000 and Time[0] <= 240000 
Time;Time300-400;;Time[0] >= 300 and Time[0] <= 400  ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 40000;;Time[0] >= 30000 and Time[0] <= 40000  
Time;Time300-500;;Time[0] >= 300 and Time[0] <= 500  ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 50000;;Time[0] >= 30000 and Time[0] <= 50000  
Time;Time300-600;;Time[0] >= 300 and Time[0] <= 600  ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 60000;;Time[0] >= 30000 and Time[0] <= 60000  
Time;Time300-700;;Time[0] >= 300 and Time[0] <= 700  ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 70000;;Time[0] >= 30000 and Time[0] <= 70000  
Time;Time300-800;;Time[0] >= 300 and Time[0] <= 800  ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 80000;;Time[0] >= 30000 and Time[0] <= 80000  
Time;Time300-900;;Time[0] >= 300 and Time[0] <= 900  ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 90000;;Time[0] >= 30000 and Time[0] <= 90000  
Time;Time300-1000;;Time[0] >= 300 and Time[0] <= 1000 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 100000;;Time[0] >= 30000 and Time[0] <= 100000 
Time;Time300-1100;;Time[0] >= 300 and Time[0] <= 1100 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 110000;;Time[0] >= 30000 and Time[0] <= 110000 
Time;Time300-1200;;Time[0] >= 300 and Time[0] <= 1200 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 120000;;Time[0] >= 30000 and Time[0] <= 120000 
Time;Time300-1300;;Time[0] >= 300 and Time[0] <= 1300 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 130000;;Time[0] >= 30000 and Time[0] <= 130000 
Time;Time300-1400;;Time[0] >= 300 and Time[0] <= 1400 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 140000;;Time[0] >= 30000 and Time[0] <= 140000 
Time;Time300-1500;;Time[0] >= 300 and Time[0] <= 1500 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 150000;;Time[0] >= 30000 and Time[0] <= 150000 
Time;Time300-1600;;Time[0] >= 300 and Time[0] <= 1600 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 160000;;Time[0] >= 30000 and Time[0] <= 160000 
Time;Time300-1700;;Time[0] >= 300 and Time[0] <= 1700 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 170000;;Time[0] >= 30000 and Time[0] <= 170000 
Time;Time300-1800;;Time[0] >= 300 and Time[0] <= 1800 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 180000;;Time[0] >= 30000 and Time[0] <= 180000 
Time;Time300-1900;;Time[0] >= 300 and Time[0] <= 1900 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 190000;;Time[0] >= 30000 and Time[0] <= 190000 
Time;Time300-2000;;Time[0] >= 300 and Time[0] <= 2000 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 200000;;Time[0] >= 30000 and Time[0] <= 200000 
Time;Time300-2100;;Time[0] >= 300 and Time[0] <= 2100 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 210000;;Time[0] >= 30000 and Time[0] <= 210000 
Time;Time300-2200;;Time[0] >= 300 and Time[0] <= 2200 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 220000;;Time[0] >= 30000 and Time[0] <= 220000 
Time;Time300-2300;;Time[0] >= 300 and Time[0] <= 2300 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 230000;;Time[0] >= 30000 and Time[0] <= 230000 
Time;Time300-2400;;Time[0] >= 300 and Time[0] <= 2400 ;ToTime(Time[0]) >= 30000 && ToTime(Time[0]) <= 240000;;Time[0] >= 30000 and Time[0] <= 240000 
Time;Time400-500;;Time[0] >= 400 and Time[0] <= 500  ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 50000;;Time[0] >= 40000 and Time[0] <= 50000  
Time;Time400-600;;Time[0] >= 400 and Time[0] <= 600  ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 60000;;Time[0] >= 40000 and Time[0] <= 60000  
Time;Time400-700;;Time[0] >= 400 and Time[0] <= 700  ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 70000;;Time[0] >= 40000 and Time[0] <= 70000  
Time;Time400-800;;Time[0] >= 400 and Time[0] <= 800  ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 80000;;Time[0] >= 40000 and Time[0] <= 80000  
Time;Time400-900;;Time[0] >= 400 and Time[0] <= 900  ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 90000;;Time[0] >= 40000 and Time[0] <= 90000  
Time;Time400-1000;;Time[0] >= 400 and Time[0] <= 1000 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 100000;;Time[0] >= 40000 and Time[0] <= 100000 
Time;Time400-1100;;Time[0] >= 400 and Time[0] <= 1100 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 110000;;Time[0] >= 40000 and Time[0] <= 110000 
Time;Time400-1200;;Time[0] >= 400 and Time[0] <= 1200 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 120000;;Time[0] >= 40000 and Time[0] <= 120000 
Time;Time400-1300;;Time[0] >= 400 and Time[0] <= 1300 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 130000;;Time[0] >= 40000 and Time[0] <= 130000 
Time;Time400-1400;;Time[0] >= 400 and Time[0] <= 1400 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 140000;;Time[0] >= 40000 and Time[0] <= 140000 
Time;Time400-1500;;Time[0] >= 400 and Time[0] <= 1500 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 150000;;Time[0] >= 40000 and Time[0] <= 150000 
Time;Time400-1600;;Time[0] >= 400 and Time[0] <= 1600 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 160000;;Time[0] >= 40000 and Time[0] <= 160000 
Time;Time400-1700;;Time[0] >= 400 and Time[0] <= 1700 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 170000;;Time[0] >= 40000 and Time[0] <= 170000 
Time;Time400-1800;;Time[0] >= 400 and Time[0] <= 1800 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 180000;;Time[0] >= 40000 and Time[0] <= 180000 
Time;Time400-1900;;Time[0] >= 400 and Time[0] <= 1900 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 190000;;Time[0] >= 40000 and Time[0] <= 190000 
Time;Time400-2000;;Time[0] >= 400 and Time[0] <= 2000 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 200000;;Time[0] >= 40000 and Time[0] <= 200000 
Time;Time400-2100;;Time[0] >= 400 and Time[0] <= 2100 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 210000;;Time[0] >= 40000 and Time[0] <= 210000 
Time;Time400-2200;;Time[0] >= 400 and Time[0] <= 2200 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 220000;;Time[0] >= 40000 and Time[0] <= 220000 
Time;Time400-2300;;Time[0] >= 400 and Time[0] <= 2300 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 230000;;Time[0] >= 40000 and Time[0] <= 230000 
Time;Time400-2400;;Time[0] >= 400 and Time[0] <= 2400 ;ToTime(Time[0]) >= 40000 && ToTime(Time[0]) <= 240000;;Time[0] >= 40000 and Time[0] <= 240000 
Time;Time500-600;;Time[0] >= 500 and Time[0] <= 600  ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 60000;;Time[0] >= 50000 and Time[0] <= 60000  
Time;Time500-700;;Time[0] >= 500 and Time[0] <= 700  ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 70000;;Time[0] >= 50000 and Time[0] <= 70000  
Time;Time500-800;;Time[0] >= 500 and Time[0] <= 800  ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 80000;;Time[0] >= 50000 and Time[0] <= 80000  
Time;Time500-900;;Time[0] >= 500 and Time[0] <= 900  ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 90000;;Time[0] >= 50000 and Time[0] <= 90000  
Time;Time500-1000;;Time[0] >= 500 and Time[0] <= 1000 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 100000;;Time[0] >= 50000 and Time[0] <= 100000 
Time;Time500-1100;;Time[0] >= 500 and Time[0] <= 1100 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 110000;;Time[0] >= 50000 and Time[0] <= 110000 
Time;Time500-1200;;Time[0] >= 500 and Time[0] <= 1200 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 120000;;Time[0] >= 50000 and Time[0] <= 120000 
Time;Time500-1300;;Time[0] >= 500 and Time[0] <= 1300 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 130000;;Time[0] >= 50000 and Time[0] <= 130000 
Time;Time500-1400;;Time[0] >= 500 and Time[0] <= 1400 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 140000;;Time[0] >= 50000 and Time[0] <= 140000 
Time;Time500-1500;;Time[0] >= 500 and Time[0] <= 1500 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 150000;;Time[0] >= 50000 and Time[0] <= 150000 
Time;Time500-1600;;Time[0] >= 500 and Time[0] <= 1600 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 160000;;Time[0] >= 50000 and Time[0] <= 160000 
Time;Time500-1700;;Time[0] >= 500 and Time[0] <= 1700 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 170000;;Time[0] >= 50000 and Time[0] <= 170000 
Time;Time500-1800;;Time[0] >= 500 and Time[0] <= 1800 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 180000;;Time[0] >= 50000 and Time[0] <= 180000 
Time;Time500-1900;;Time[0] >= 500 and Time[0] <= 1900 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 190000;;Time[0] >= 50000 and Time[0] <= 190000 
Time;Time500-2000;;Time[0] >= 500 and Time[0] <= 2000 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 200000;;Time[0] >= 50000 and Time[0] <= 200000 
Time;Time500-2100;;Time[0] >= 500 and Time[0] <= 2100 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 210000;;Time[0] >= 50000 and Time[0] <= 210000 
Time;Time500-2200;;Time[0] >= 500 and Time[0] <= 2200 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 220000;;Time[0] >= 50000 and Time[0] <= 220000 
Time;Time500-2300;;Time[0] >= 500 and Time[0] <= 2300 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 230000;;Time[0] >= 50000 and Time[0] <= 230000 
Time;Time500-2400;;Time[0] >= 500 and Time[0] <= 2400 ;ToTime(Time[0]) >= 50000 && ToTime(Time[0]) <= 240000;;Time[0] >= 50000 and Time[0] <= 240000 
Time;Time600-700;;Time[0] >= 600 and Time[0] <= 700  ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 70000;;Time[0] >= 60000 and Time[0] <= 70000  
Time;Time600-800;;Time[0] >= 600 and Time[0] <= 800  ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 80000;;Time[0] >= 60000 and Time[0] <= 80000  
Time;Time600-900;;Time[0] >= 600 and Time[0] <= 900  ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 90000;;Time[0] >= 60000 and Time[0] <= 90000  
Time;Time600-1000;;Time[0] >= 600 and Time[0] <= 1000 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 100000;;Time[0] >= 60000 and Time[0] <= 100000 
Time;Time600-1100;;Time[0] >= 600 and Time[0] <= 1100 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 110000;;Time[0] >= 60000 and Time[0] <= 110000 
Time;Time600-1200;;Time[0] >= 600 and Time[0] <= 1200 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 120000;;Time[0] >= 60000 and Time[0] <= 120000 
Time;Time600-1300;;Time[0] >= 600 and Time[0] <= 1300 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 130000;;Time[0] >= 60000 and Time[0] <= 130000 
Time;Time600-1400;;Time[0] >= 600 and Time[0] <= 1400 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 140000;;Time[0] >= 60000 and Time[0] <= 140000 
Time;Time600-1500;;Time[0] >= 600 and Time[0] <= 1500 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 150000;;Time[0] >= 60000 and Time[0] <= 150000 
Time;Time600-1600;;Time[0] >= 600 and Time[0] <= 1600 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 160000;;Time[0] >= 60000 and Time[0] <= 160000 
Time;Time600-1700;;Time[0] >= 600 and Time[0] <= 1700 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 170000;;Time[0] >= 60000 and Time[0] <= 170000 
Time;Time600-1800;;Time[0] >= 600 and Time[0] <= 1800 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 180000;;Time[0] >= 60000 and Time[0] <= 180000 
Time;Time600-1900;;Time[0] >= 600 and Time[0] <= 1900 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 190000;;Time[0] >= 60000 and Time[0] <= 190000 
Time;Time600-2000;;Time[0] >= 600 and Time[0] <= 2000 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 200000;;Time[0] >= 60000 and Time[0] <= 200000 
Time;Time600-2100;;Time[0] >= 600 and Time[0] <= 2100 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 210000;;Time[0] >= 60000 and Time[0] <= 210000 
Time;Time600-2200;;Time[0] >= 600 and Time[0] <= 2200 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 220000;;Time[0] >= 60000 and Time[0] <= 220000 
Time;Time600-2300;;Time[0] >= 600 and Time[0] <= 2300 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 230000;;Time[0] >= 60000 and Time[0] <= 230000 
Time;Time600-2400;;Time[0] >= 600 and Time[0] <= 2400 ;ToTime(Time[0]) >= 60000 && ToTime(Time[0]) <= 240000;;Time[0] >= 60000 and Time[0] <= 240000 
Time;Time700-800;;Time[0] >= 700 and Time[0] <= 800  ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 80000;;Time[0] >= 70000 and Time[0] <= 80000  
Time;Time700-900;;Time[0] >= 700 and Time[0] <= 900  ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 90000;;Time[0] >= 70000 and Time[0] <= 90000  
Time;Time700-1000;;Time[0] >= 700 and Time[0] <= 1000 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 100000;;Time[0] >= 70000 and Time[0] <= 100000 
Time;Time700-1100;;Time[0] >= 700 and Time[0] <= 1100 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 110000;;Time[0] >= 70000 and Time[0] <= 110000 
Time;Time700-1200;;Time[0] >= 700 and Time[0] <= 1200 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 120000;;Time[0] >= 70000 and Time[0] <= 120000 
Time;Time700-1300;;Time[0] >= 700 and Time[0] <= 1300 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 130000;;Time[0] >= 70000 and Time[0] <= 130000 
Time;Time700-1400;;Time[0] >= 700 and Time[0] <= 1400 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 140000;;Time[0] >= 70000 and Time[0] <= 140000 
Time;Time700-1500;;Time[0] >= 700 and Time[0] <= 1500 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 150000;;Time[0] >= 70000 and Time[0] <= 150000 
Time;Time700-1600;;Time[0] >= 700 and Time[0] <= 1600 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 160000;;Time[0] >= 70000 and Time[0] <= 160000 
Time;Time700-1700;;Time[0] >= 700 and Time[0] <= 1700 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 170000;;Time[0] >= 70000 and Time[0] <= 170000 
Time;Time700-1800;;Time[0] >= 700 and Time[0] <= 1800 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 180000;;Time[0] >= 70000 and Time[0] <= 180000 
Time;Time700-1900;;Time[0] >= 700 and Time[0] <= 1900 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 190000;;Time[0] >= 70000 and Time[0] <= 190000 
Time;Time700-2000;;Time[0] >= 700 and Time[0] <= 2000 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 200000;;Time[0] >= 70000 and Time[0] <= 200000 
Time;Time700-2100;;Time[0] >= 700 and Time[0] <= 2100 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 210000;;Time[0] >= 70000 and Time[0] <= 210000 
Time;Time700-2200;;Time[0] >= 700 and Time[0] <= 2200 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 220000;;Time[0] >= 70000 and Time[0] <= 220000 
Time;Time700-2300;;Time[0] >= 700 and Time[0] <= 2300 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 230000;;Time[0] >= 70000 and Time[0] <= 230000 
Time;Time700-2400;;Time[0] >= 700 and Time[0] <= 2400 ;ToTime(Time[0]) >= 70000 && ToTime(Time[0]) <= 240000;;Time[0] >= 70000 and Time[0] <= 240000 
Time;Time800-900;;Time[0] >= 800 and Time[0] <= 900  ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 90000;;Time[0] >= 80000 and Time[0] <= 90000  
Time;Time800-1000;;Time[0] >= 800 and Time[0] <= 1000 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 100000;;Time[0] >= 80000 and Time[0] <= 100000 
Time;Time800-1100;;Time[0] >= 800 and Time[0] <= 1100 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 110000;;Time[0] >= 80000 and Time[0] <= 110000 
Time;Time800-1200;;Time[0] >= 800 and Time[0] <= 1200 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 120000;;Time[0] >= 80000 and Time[0] <= 120000 
Time;Time800-1300;;Time[0] >= 800 and Time[0] <= 1300 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 130000;;Time[0] >= 80000 and Time[0] <= 130000 
Time;Time800-1400;;Time[0] >= 800 and Time[0] <= 1400 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 140000;;Time[0] >= 80000 and Time[0] <= 140000 
Time;Time800-1500;;Time[0] >= 800 and Time[0] <= 1500 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 150000;;Time[0] >= 80000 and Time[0] <= 150000 
Time;Time800-1600;;Time[0] >= 800 and Time[0] <= 1600 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 160000;;Time[0] >= 80000 and Time[0] <= 160000 
Time;Time800-1700;;Time[0] >= 800 and Time[0] <= 1700 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 170000;;Time[0] >= 80000 and Time[0] <= 170000 
Time;Time800-1800;;Time[0] >= 800 and Time[0] <= 1800 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 180000;;Time[0] >= 80000 and Time[0] <= 180000 
Time;Time800-1900;;Time[0] >= 800 and Time[0] <= 1900 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 190000;;Time[0] >= 80000 and Time[0] <= 190000 
Time;Time800-2000;;Time[0] >= 800 and Time[0] <= 2000 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 200000;;Time[0] >= 80000 and Time[0] <= 200000 
Time;Time800-2100;;Time[0] >= 800 and Time[0] <= 2100 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 210000;;Time[0] >= 80000 and Time[0] <= 210000 
Time;Time800-2200;;Time[0] >= 800 and Time[0] <= 2200 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 220000;;Time[0] >= 80000 and Time[0] <= 220000 
Time;Time800-2300;;Time[0] >= 800 and Time[0] <= 2300 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 230000;;Time[0] >= 80000 and Time[0] <= 230000 
Time;Time800-2400;;Time[0] >= 800 and Time[0] <= 2400 ;ToTime(Time[0]) >= 80000 && ToTime(Time[0]) <= 240000;;Time[0] >= 80000 and Time[0] <= 240000 
Time;Time900-1000;;Time[0] >= 900 and Time[0] <= 1000 ;ToTime(Time[0]) >= 90000 && ToTime(Time[0]) <= 100000;;Time[0] >= 90000 and Time[0] <= 100000 
Time;Time900-1100;;Time[0] >= 900 and Time[0] <= 1100 ;ToTime(Time[0]) >= 90000 && ToTime(Time[0]) <= 110000;;Time[0] >= 90000 and Time[0] <= 110000 
